,Plant Id,"Reported
Prime Mover",Plant State,Census Region,NERC Region,"Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",Plant Code,Sector Name,Utility Name,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Number of Turbines,turbine_capacity (KW),hub_height (m),rotor_diameter (m),rotor_swept area (m2),max_height (m),xlong,ylat,uptime,efficiency,avg_tgen,avg_fuel,avg_tcap,cluster
665,58154,WT,CA,PACC,WECC,4120190,465874,58154,IPP Non-CHP,North Sky River Energy LLC,162,162,162,100,1620,80,100,7853.98,130.1,-118.1863464,35.33557802,2875.765432,0.113070999,4658.74,41201.9,1.62,1
666,58155,WT,AZ,MTN,WECC,1842887,208377,58155,IPP Non-CHP,Perrin Ranch Wind LLC,99.2,99.2,99.2,62,1600,80,82.5,5345.62,121.3,-112.2890631,35.42940518,2100.574597,0.113070959,3360.919355,29723.98387,1.6,0
668,58203,WT,OK,WSC,MRO,3137578,354769,58203,IPP Non-CHP,"FPLE Wind, LLC",100.8,100.8,100.8,63,1600,80,100,7853.98,130.1,-98.15396824,35.37613187,3519.53373,0.113070974,5631.253968,49802.8254,1.6,1
669,58209,WT,OK,WSC,MRO,1800056,203534,58209,IPP Non-CHP,"Blackwell Wind, LLC",59.8,59.8,59.8,26,2300,80,108,9160.88,134.1,-97.426215,36.85094046,3403.578595,0.113070927,7828.230769,69232.92308,2.3,2
670,58218,WT,MT,MTN,WECC,1043945,118040,58218,Electric Utility,NorthWestern Energy (MT wind/thermal),40,40,40,25,1600,80,82.5,5345.62,121.3,-110.6359422,47.33967712,2951,0.113071091,4721.6,41757.8,1.6,1
671,58220,WT,OH,ENC,RFC,105059,11879,58220,Industrial Non-CHP,Haviland Plastic Products Co,4.5,4.5,4.5,3,1500,85,87,5944.68,128.6,-84.587995,41.01969133,2639.777778,0.113069799,3959.666667,35019.66667,1.5,1
672,58233,WT,CA,PACC,WECC,125399,14179,58233,IPP Non-CHP,Greenbacker Renewable Energy Corporation,6,6,6,2,3000,80,90,6361.73,125,-116.555588,33.9080945,2363.166667,0.113071077,7089.5,62699.5,3,1
673,58238,WT,VT,NEW,NPCC,186574,21096,58238,IPP Non-CHP,Greenbacker Renewable Energy Corporation,10,10,10,4,2500,80,100,7853.98,130.1,-73.070543,44.6623125,2109.6,0.113070417,5274,46643.5,2.5,1
674,58242,WT,TX,WSC,TRE,5510998,623134,58242,IPP Non-CHP,Pattern Operators LP,218,218,218,118,2116.949153,80,99.45762712,7852.595254,129.7474576,-101.3345506,35.43523388,2858.412844,0.11307099,5280.79661,46703.37288,1.847457627,1
675,58321,WT,TX,WSC,TRE,4345509,491351,58321,IPP Non-CHP,Invenergy Services LLC,150,150,150,85,1727.906977,80.1744186,100.6976744,7974.529419,130.6232558,-98.48703595,31.38867063,3275.673333,0.113070989,5780.6,51123.63529,1.764705882,1
676,58322,WT,NE,WNC,MRO,6923755,782876,58322,IPP Non-CHP,SunEdison LLC,206.5,200.6,200.6,118,1700,80,100,7853.98,130.1,-98.11013408,41.93217247,3791.16707,0.113071014,6634.542373,58675.88983,1.75,1
677,58324,WT,OR,PACC,WECC,2685559,303659,58324,IPP Non-CHP,FPL Energy Stateline II Inc,98.9,98.9,98.9,43,2300,80,93,6792.91,126.5,-118.5894511,45.91122405,3070.364004,0.113071059,7061.837209,62454.86047,2.3,1
678,58351,WT,MI,ENC,RFC,3073502,347524,58351,IPP Non-CHP,Tuscola Bay Wind LLC,120,120,120,75,1600,80,98.36666667,7619.8664,129.2786667,-83.65310457,43.52597372,2896.033333,0.113071018,4633.653333,40980.02667,1.6,1
679,58363,WT,TX,WSC,TRE,2889168,326681,58363,IPP Non-CHP,NextEra Energy Majestic Wind,79.6,79.6,79.6,51,1560.784314,80,82.5,5345.62,121.3,-101.5877693,35.38981604,4104.032663,0.11307096,6405.509804,56650.35294,1.560784314,1
680,58372,WT,TX,WSC,TRE,3743524,423284,58372,IPP Non-CHP,Blue Summit Wind LLC,135.4,135.4,135.4,85,1592.941176,80,83.92941176,5535.909647,121.9670588,-99.37687119,34.30483719,3126.174298,0.113070999,4979.811765,44041.45882,1.592941176,1
681,58394,WT,CA,PACC,WECC,3497139,395425,58394,IPP Non-CHP,"Alta Wind X, LLC",138,138,138,48,2850,85,103,8332.29,136.6,-118.2322084,35.09866318,2865.398551,0.113070999,8238.020833,72857.0625,2.875,2
682,58395,WT,CA,PACC,WECC,2441643,276079,58395,IPP Non-CHP,"Alta Wind XI, LLC",90,90,90,48,1921.153846,80.96153846,100.5769231,7945.962692,131.35,-118.3695834,35.08714737,3067.544444,0.113070994,5751.645833,50867.5625,1.875,1
683,58404,WT,TX,WSC,MRO,383760,43392,58404,Commercial Non-CHP,Pantex (NNSA),11.5,11.5,11.5,5,2300,80,101,8011.85,130.5,-101.5324112,35.322693,3773.217391,0.113070669,8678.4,76752,2.3,2
684,58407,WT,IA,WNC,MRO,21500,2431,58407,IPP Non-CHP,Luther College Wind Energy Project LLC,1.6,1.6,1.6,1,1600,80,82.5,5345.62,121.3,-91.817696,43.309093,1519.375,0.113069767,2431,21500,1.6,0
685,58414,WT,IA,WNC,MRO,44901,5077,58414,Electric Utility,New London Municipal Utilities,1.5,1.5,1.5,1,1500,85,82.3,5319.73,126.2,-91.395172,40.954773,3384.666667,0.113070978,5077,44901,1.5,1
686,58416,WT,IN,ENC,RFC,4791955,541831,58416,IPP Non-CHP,Headwaters Wind Farm LLC,200,200,200,100,2637.241379,98.10344828,114.4551724,10662.21766,155.4310345,-85.06354451,40.08205703,2709.155,0.11307097,5418.31,47919.55,2,1
687,58425,WT,AK,PACN,,369316,41759,58425,IPP Non-CHP,Fire Island Wind LLC,18,18,18,11,1600,80,82.5,5345.62,121.3,-150.2414871,61.13030727,2319.944444,0.113071191,3796.272727,33574.18182,1.636363636,0
688,58441,WT,WA,PACC,WECC,104279,11791,58441,IPP Non-CHP,Gamesa Wind US LLC,4.3,4.3,4.3,5,850,55,58,2642.08,84.1,-120.7544648,47.1416336,2742.093023,0.113071664,2358.2,20855.8,0.86,0
689,58444,WT,IA,WNC,MRO,215157,24328,58444,IPP Non-CHP,Junction Hilltop Management LLC,8,8,8,5,1600,80,82.5,5345.62,121.3,-94.2690324,42.098493,3041,0.11307092,4865.6,43031.4,1.6,1
690,58456,WT,IA,WNC,MRO,40196,4545,58456,IPP Non-CHP,"Cumberland Rose Wind Energy, LLC",1.6,1.6,1.6,1,1600,80,82.5,5345.62,121.3,-94.434891,41.227093,2840.625,0.113070952,4545,40196,1.6,1
691,58457,WT,IA,WNC,MRO,48924,5532,58457,IPP Non-CHP,"Forward Fontanelle Power, LLC",1.6,1.6,1.6,1,1600,80,82.5,5345.62,121.3,-94.570694,41.339592,3457.5,0.113073338,5532,48924,1.6,1
692,58458,WT,IA,WNC,MRO,43724,4944,58458,IPP Non-CHP,"Greenfield Wind Power, LLC",1.6,1.6,1.6,1,1600,80,82.5,5345.62,121.3,-94.488579,41.290521,3090,0.113072912,4944,43724,1.6,1
693,58459,WT,IA,WNC,MRO,38550,4359,58459,IPP Non-CHP,"Meadow Ridge Wind Energy, LLC",1.6,1.6,1.6,1,1600,80,82.5,5345.62,121.3,-94.446289,41.390095,2724.375,0.11307393,4359,38550,1.6,1
694,58460,WT,IA,WNC,MRO,38171,4316,58460,IPP Non-CHP,"Sky Volt, LLC",1.6,1.6,1.6,1,1680,80,82.5,5345.62,121.3,-94.485251,41.290778,2697.5,0.113070132,4316,38171,1.6,1
695,58461,WT,IA,WNC,MRO,48395,5472,58461,IPP Non-CHP,"Wiota Wind Energy, LLC #1",1.6,1.6,1.6,1,1600,80,82.5,5345.62,121.3,-94.876793,41.391495,3420,0.113069532,5472,48395,1.6,1
696,58464,WT,NM,MTN,MRO,309398,34984,58464,IPP Non-CHP,BayWa r.e Wind LLC,9.9,9.9,9.9,6,1650,80,82,5281.02,121,-103.3250757,34.74593017,3533.737374,0.11307119,5830.666667,51566.33333,1.65,1
697,58465,WT,NM,MTN,MRO,322018,36411,58465,IPP Non-CHP,BayWa r.e Wind LLC,9.9,9.9,9.9,6,1650,80,82,5281.02,121,-103.2814673,34.747814,3677.878788,0.113071319,6068.5,53669.66667,1.65,1
698,58474,WT,KS,WNC,MRO,8033279,908331,58474,IPP Non-CHP,Buffalo Dunes Wind Project LLC,249.8,249.8,249.8,135,1850,80,87,5944.68,123.4,-101.0898387,37.63753567,3636.232986,0.113071014,6728.377778,59505.77037,1.85037037,1
699,58511,WT,AK,PACN,,32316,3654,58511,IPP Non-CHP,Alaska Environmental Power,1.9,1.9,1.9,3,900,75,54,2290.22,102.1,-145.59697,64.0142095,1923.157895,0.113070925,1218,10772,0.633333333,0
700,58548,WT,CO,MTN,WECC,109940,12431,58548,IPP Non-CHP,"Huerfano River Wind, LLC",8,8,8,4,2000,103,80,5026.55,143,-104.830576,37.7751505,1553.875,0.113070766,3107.75,27485,2,0
701,58571,WT,WA,PACC,WECC,7659478,866065,58571,Electric Utility,Portland General Electric Co,266.8,266.8,266.8,116,2300,80,108,9160.88,134.1,-118.0465194,46.43336606,3246.12069,0.113071021,7466.077586,66029.98276,2.3,1
702,58580,WT,MI,ENC,RFC,2098823,237316,58580,IPP Non-CHP,Pheasant Run Wind LLC,74.8,74.8,74.8,44,1700,80,100,7853.98,130.0931818,-83.31563811,43.77030959,3172.673797,0.113070993,5393.545455,47700.52273,1.7,1
703,58587,WT,MI,ENC,RFC,2464725,278689,58587,IPP Non-CHP,Tuscola Wind II LLC,100.3,100.3,100.3,59,1700,80,100,7853.98,130.1,-83.55797383,43.53617895,2778.554337,0.113071032,4723.542373,41775,1.7,1
704,58594,WT,NE,WNC,MRO,2697119,304966,58594,IPP Non-CHP,Steele Flats Wind Project LLC,74.8,74.8,74.8,44,1700,80,100,7853.98,130.1,-96.93413402,40.04623286,4077.085561,0.113071021,6931.045455,61298.15909,1.7,1
705,58596,WT,TX,WSC,TRE,7506494,848767,58596,IPP Non-CHP,RWE Renewables Americas LLC,211.2,211.2,211.2,118,1790,80,100,7853.98,130.1,-101.1939246,35.25837464,4018.783144,0.113071029,7192.940678,63614.35593,1.789830508,1
706,58608,WT,ME,NEW,NPCC,884594,100022,58608,IPP Non-CHP,"Saddleback Ridge Wind, LLC",34.2,34.2,34.2,12,2850,85,103,8332.29,136.6,-70.37101633,44.61131125,2924.619883,0.113071081,8335.166667,73716.16667,2.85,2
707,58614,WT,TX,WSC,TRE,4981437,563256,58614,IPP Non-CHP,Avangrid Renewables LLC,226.1,226.1,226.1,63,3588.095238,82.3968254,135.2063492,14363.4073,150,-97.63659892,27.59564798,2491.180893,0.113070987,8940.571429,79070.42857,3.588888889,2
708,58620,WT,ME,NEW,NPCC,515445,58282,58620,IPP Non-CHP,Canton Mountain Wind LLC,22.8,22.8,22.8,8,2850,85,103,8332.29,136.6,-70.303584,44.51365275,2556.22807,0.11307123,7285.25,64430.625,2.85,1
709,58630,WT,OH,ENC,RFC,63101,7135,58630,IPP Non-CHP,Consolidated Edison Solutions Inc,3.4,3.4,3.4,2,1700,80,100,7853.98,130.1,-83.892563,40.4477025,2098.529412,0.113072693,3567.5,31550.5,1.7,0
710,58657,WT,MN,WNC,MRO,6371173,720395,58657,IPP Non-CHP,Algonquin Power Co,200,200,200,100,2000,80,110,9503.32,135,-94.93756078,43.85163312,3601.975,0.113071015,7203.95,63711.73,2,1
711,58658,WT,ND,WNC,MRO,6578513,743839,58658,Electric Utility,Northern States Power Co - Minnesota,200,195,195,100,2000,80,100,7853.98,130.099,-98.60413545,47.19031688,3719.195,0.113070993,7438.39,65785.13,2,1
712,58661,WT,MA,NEW,NPCC,70644,7988,58661,Commercial Non-CHP,US Air Force,3.4,3.4,3.4,2,1680,80,82.5,5345.62,121.3,-70.543552,41.7533415,2349.411765,0.113074005,3994,35322,1.7,0
713,58666,WT,KS,WNC,MRO,1864546,210826,58666,IPP Non-CHP,SRIV Partnership LLC,50.7,50.7,50.7,21,2300,80,108,9160.88,134.1,-99.53413795,38.43124629,4158.303748,0.113070957,10039.33333,88787.90476,2.414285714,2
714,58677,WT,MI,ENC,RFC,2239125,253180,58677,IPP Non-CHP,Invenergy Services LLC,110.4,110.4,110.4,69,1600,100,82.5,5345.62,141.1,-84.53214399,43.38739174,2293.297101,0.113070954,3669.275362,32451.08696,1.6,0
715,58681,WT,TX,WSC,TRE,4096258,463168,58681,IPP Non-CHP,Onward Energy,150,150,150,75,2000,80,110,9503.32,135,-101.4602623,35.18679433,3087.786667,0.113071003,6175.573333,54616.77333,2,1
716,58683,WT,OK,WSC,MRO,4973690,562380,58683,IPP Non-CHP,"Enel Green Power NA, Inc.",150.4,150.4,150.4,94,1790,80,100,7853.98,130.1,-96.65345768,36.70667368,3739.228723,0.113070979,5982.765957,52911.59574,1.6,1
717,58686,WT,ME,NEW,NPCC,1075157,121569,58686,IPP Non-CHP,Onward Energy,51,51,51,17,3000,116.5,117,10751.32,175,-68.14279806,44.76191929,2383.705882,0.113070928,7151.117647,63244.52941,3,1
718,58690,WT,MI,ENC,RFC,2150128,243117,58690,IPP Non-CHP,"Apple Blossom Wind, LLC",100,100,100,29,3450,87,126,12468.98,150,-83.30664672,43.81421207,2431.17,0.113070943,8383.344828,74142.34483,3.448275862,2
719,58691,WT,MN,WNC,MRO,338104,38230,58691,IPP Non-CHP,"South Fork Wind, LLC",13,13,13,6,2300,80,116,10568.32,138.1,-95.4138705,43.59587783,2940.769231,0.113071718,6371.666667,56350.66667,2.166666667,1
720,58692,WT,MN,WNC,MRO,2553837,288765,58692,IPP Non-CHP,"Black Oak Wind, LLC",78,78,78,39,2000,80,110,9503.32,135,-95.01187956,45.65448074,3702.115385,0.113071038,7404.230769,65483,2,1
721,58694,WT,IL,ENC,RFC,6838676,773256,58694,IPP Non-CHP,"BHE Renewables, LLC",212,212,212,106,2000,95,110,9503.32,150,-89.59459528,41.51067914,3647.433962,0.11307101,7294.867925,64515.81132,2,1
722,58695,WT,NE,WNC,MRO,12865332,1454696,58695,IPP Non-CHP,"BHE Renewables, LLC",400,400,400,200,2000,80,110,9503.32,135,-98.47024943,42.6107013,3636.74,0.113071004,7273.48,64326.66,2,1
723,58719,WT,MI,ENC,RFC,2078898,235063,58719,Electric Utility,DTE Electric Company,74.8,74.8,74.8,44,1700,80,100,7853.98,130.1,-83.30756461,43.73144705,3142.553476,0.113070964,5342.340909,47247.68182,1.7,1
724,58720,WT,TX,WSC,TRE,5711985,645860,58720,IPP Non-CHP,Pattern Operators LP,181.7,181.7,181.7,79,1901.265823,80,89.39240506,6311.082532,124.6189873,-101.2545319,35.41985663,3554.540451,0.113071025,8175.443038,72303.60759,2.3,2
725,58765,WT,TX,WSC,TRE,9026061,1020586,58765,IPP Non-CHP,Invenergy Services LLC,288.6,288.6,288.6,156,1850,80,87,5944.68,123.4012821,-100.5386812,35.65375535,3536.334026,0.113071028,6542.217949,57859.36538,1.85,1
726,58766,WT,TX,WSC,TRE,9319330,1053746,58766,IPP Non-CHP,Southern Power Co,257.3,257,257,150,1715,80,103,8332.29,131.4,-101.1049227,33.83904825,4095.398368,0.113071004,7024.973333,62128.86667,1.715333333,1
727,58767,WT,KS,WNC,MRO,6620681,748607,58767,IPP Non-CHP,Invenergy Services LLC,200.5,200.5,200.5,112,1790,80,100,7853.98,130.1,-99.45016818,38.99665911,3733.700748,0.113070997,6683.991071,59113.22321,1.790178571,1
728,58768,WT,NY,MAT,NPCC,431561,48797,58768,IPP Non-CHP,Invenergy Services LLC,16.2,16.2,16.2,10,1620,80,103,8332.29,131.4,-77.5045769,42.1773228,3012.160494,0.113070922,4879.7,43156.1,1.62,1
729,58769,WT,CO,MTN,WECC,1883400,212958,58769,IPP Non-CHP,Spring Canyon Expansion Wind Energy Ctr,62.6,62.6,62.6,35,1790,85,100,7853.98,135,-103.0146399,40.98860697,3401.884984,0.113071042,6084.514286,53811.42857,1.788571429,1
730,58771,WT,NM,MTN,MRO,9367431,1059185,58771,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",250,250,250,125,2000,80,100,7853.98,130.1,-103.4978921,33.92213309,4236.74,0.113071022,8473.48,74939.448,2,2
731,58772,WT,TX,WSC,TRE,6680464,755367,58772,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",200,200,200,100,2000,80,100,7853.98,130.1,-101.2425945,34.30919196,3776.835,0.113071038,7553.67,66804.64,2,1
732,58773,WT,TX,WSC,TRE,5537644,626147,58773,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",200,200,200,87,1922.115385,87.21153846,93.25,6862.612692,133.8326923,-102.2629702,34.76577632,3130.735,0.11307101,7197.091954,63651.08046,2.298850575,1
733,58774,WT,TX,WSC,TRE,4397281,497205,58774,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",161,161,161,85,1850,80,87,5944.68,123.4,-102.5949644,35.30766631,3088.229814,0.113071009,5849.470588,51732.71765,1.894117647,1
734,58775,WT,TX,WSC,TRE,7095303,802273,58775,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",194,194,194,97,2000,80,100,7853.98,130.1,-102.719656,35.30171615,4135.427835,0.113070999,8270.85567,73147.45361,2,2
735,58777,WT,NY,MAT,NPCC,1003006,113411,58777,IPP Non-CHP,RWE Renewables Americas LLC,124,124,124,37,3375,91.57142857,116.1428571,10595.80857,149.5714286,-79.17482977,42.31660423,914.6048387,0.113071108,3065.162162,27108.27027,3.351351351,0
736,58780,WT,OH,ENC,RFC,2489816,281526,58780,IPP Non-CHP,RWE Renewables Americas LLC,249.8,249.8,249.8,75,3272,85.44,129.12,13128.34,150,-83.74906572,40.55347633,1127.005604,0.113071006,3753.68,33197.54667,3.330666667,0
737,58830,WT,MI,ENC,RFC,5847281,661158,58830,Electric Utility,Consumers Energy Co,230.9,230.9,230.9,114,2022.631579,95.0877193,107.2982456,9092.1,148.7824561,-83.44188542,43.61398596,2863.395409,0.113071015,5799.631579,51291.9386,2.025438596,1
738,58833,WT,AZ,MTN,WECC,560879,63419,58833,IPP Non-CHP,Red Horse 2,30,30,30,15,2000,80,110,9503.32,135,-110.0883988,32.28858407,2113.966667,0.113070734,4227.933333,37391.93333,2,0
739,58836,WT,MN,WNC,MRO,1383025,156380,58836,IPP Non-CHP,Lakeswind Power Partners,51.8,50,50,32,1500,80,82.5,5345.62,121.3,-96.23815297,46.71360919,3018.918919,0.113070986,4886.875,43219.53125,1.61875,1
740,58837,WT,HI,PACN,,864971,97803,58837,IPP Non-CHP,Na Pua Makani Power Partners LLC,27.6,27.6,27.6,9,3450,105,136,14526.72,173.1,-157.9611707,21.66781614,3543.586957,0.113070843,10867,96107.88889,3.066666667,2
741,58838,WT,TX,WSC,TRE,3593945,406371,58838,IPP Non-CHP,"Keechi Wind, LLC",110,110,110,55,2000,95,100,7853.98,145.1,-98.16408742,33.14851049,3694.281818,0.113071012,7388.563636,65344.45455,2,1
742,58872,WT,ND,WNC,MRO,6332057,715972,58872,Electric Utility,"ALLETE, Inc.",205,205,205,64,3200,92.5,113,10028.75,149,-101.6304714,47.02049744,3492.546341,0.113070997,11187.0625,98938.39063,3.203125,2
743,58883,WT,IA,WNC,MRO,14213819,1607171,58883,Electric Utility,MidAmerican Energy Co,502,502,502,426,2346,80,108,9160.88,134.1,-95.58760939,43.05824464,3201.535857,0.113071019,3772.701878,33365.7723,1.178403756,1
744,58884,WT,IA,WNC,MRO,7291699,824480,58884,Electric Utility,MidAmerican Energy Co,251,251,251,107,2346,80,108,9160.88,134.1,-94.18477699,42.33788284,3284.780876,0.113071041,7705.420561,68146.71963,2.345794393,2
745,58885,WT,IA,WNC,MRO,2707175,306103,58885,Electric Utility,MidAmerican Energy Co,119.6,119.6,119.6,51,2346,80,108,9160.88,134.1,-94.13772863,41.2056402,2559.389632,0.113071006,6002.019608,53081.86275,2.345098039,1
746,58886,WT,IA,WNC,MRO,4191906,473983,58886,Electric Utility,MidAmerican Energy Co,140.8,140.8,140.8,60,2346,80,108,9160.88,134.1,-92.96526508,42.39005528,3366.356534,0.113070999,7899.716667,69865.1,2.346666667,2
747,58887,WT,IL,ENC,RFC,67568,7639.83,58887,IPP Non-CHP,FPC Services Inc.,5,5,5,2,2500,80,96,7238.23,128,-89.249695,41.660294,1527.966,0.11306876,3819.915,33784,2.5,0
748,58891,WT,MI,ENC,RFC,507981,57438,58891,IPP Non-CHP,DTE Sustainable Generation,20,20,20,10,2058.333333,93,114,10207.03,150,-82.77807788,43.90552063,2871.9,0.113071158,5743.8,50798.1,2,1
749,58898,WT,IL,ENC,RFC,5353698,605348,58898,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",175,175,175,103,1700,80,100,7853.98,130.1,-88.05078999,41.00303538,3459.131429,0.113071003,5877.165049,51977.65049,1.699029126,1
750,58900,WT,OK,WSC,MRO,9363151,1058701,58900,IPP Non-CHP,Balko Wind LLC,299.7,299.7,299.7,162,1850,80,87,5944.68,123.4,-100.8437824,36.51791281,3532.535869,0.113071016,6535.191358,57797.2284,1.85,1
751,58902,WT,OK,WSC,MRO,9405436,1063482,58902,IPP Non-CHP,Kingfisher Wind LLC,298,298,298,149,2000,80,100,7853.98,130.1,-97.86036962,35.73121199,3568.731544,0.113070994,7137.463087,63123.73154,2,1
752,58904,WT,MD,SAT,RFC,1090404,123293,58904,IPP Non-CHP,"Fourmile Wind Energy, LLC",40,40,40,16,2500,100,100,7853.98,150,-79.00407788,39.64224744,3082.325,0.113070935,7705.8125,68150.25,2.5,2
753,58908,WT,MI,ENC,RFC,1123401,127024,58908,IPP Non-CHP,"Beebe 1B Renewable Energy, LLC",50.4,50.4,50.4,21,2400,91,117,10751.32,149.4,-84.52104229,43.31596333,2520.31746,0.113070934,6048.761905,53495.28571,2.4,1
754,58924,WT,IL,ENC,SERC,3770629,426349,58924,IPP Non-CHP,Sugar Creek Wind One LLC,202,202,202,114,3543.859649,109.4736842,138.0701754,15235.34807,178.5789474,-89.52803404,40.14530496,2110.638614,0.113071055,3739.903509,33075.69298,1.771929825,0
755,58927,WT,IA,WNC,MRO,46298,5235,58927,IPP Non-CHP,Hamilton Wind Energy LLC,1.5,1.5,1.5,1,1500,85,82,5281.02,125.9,-93.598991,42.207893,3490,0.113071839,5235,46298,1.5,1
756,58932,WT,IA,WNC,MRO,48731,5510,58932,IPP Non-CHP,"Norsemen Wind Energy, LLC",1.5,1.5,1.5,1,1500,85,82,5281.02,125.9,-92.442542,42.161353,3673.333333,0.113069709,5510,48731,1.5,1
757,58938,WT,OK,WSC,MRO,4863722,549946,58938,IPP Non-CHP,"Enel Green Power NA, Inc.",150,150,150,75,2000,80,100,7853.98,130.0973333,-97.26974781,34.44597381,3666.306667,0.113071018,7332.613333,64849.62667,2,1
758,58939,WT,NM,MTN,MRO,148411,16781,58939,IPP Non-CHP,BayWa r.e Wind LLC,5,5,5,3,1650,80,82,5281.02,121,-103.855583,33.03289167,3356.2,0.113071134,5593.666667,49470.33333,1.666666667,1
759,58940,WT,NM,MTN,MRO,363364,41086,58940,IPP Non-CHP,BayWa r.e Wind LLC,10,10,10,5,2000,80,100,7853.98,130.1,-103.8644928,33.014083,4108.6,0.11307119,8217.2,72672.8,2,2
760,58958,WT,MA,NEW,NPCC,21845,2470,58958,IPP Non-CHP,Camelot Wind LLC,1.5,1.5,1.5,1,1500,70,82,5281.02,110.9,-70.644302,41.925491,1646.666667,0.113069352,2470,21845,1.5,0
761,58965,WT,ND,WNC,MRO,4917680,556047,58965,Electric Utility,Montana-Dakota Utilities Co,155.5,155.5,155.5,59,2635.59322,82.98305085,104.6101695,8639.699322,135.3338983,-102.5827924,46.066878,3575.864952,0.113071001,9424.525424,83350.50847,2.63559322,2
762,58966,WT,MT,MTN,WECC,243484,27531,58966,IPP Non-CHP,Greenbacker Renewable Energy Corporation,10,10,10,6,1666.666667,80,100,7853.98,130.1,-111.9555283,47.7129535,2753.1,0.113071085,4588.5,40580.66667,1.666666667,1
763,58979,WT,NY,MAT,NPCC,2124161,240181,58979,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",79.9,79.9,79.9,40,2000,95,110,9503.32,150,-75.6393374,43.89087773,3006.020025,0.113070996,6004.525,53104.025,1.9975,1
764,58981,WT,NE,WNC,MRO,2569120,290493,58981,IPP Non-CHP,Consolidated Edison Development Inc.,73.1,73.1,73.1,43,1700,80,100,7853.98,130.0976744,-99.56019326,41.52936556,3973.912449,0.113071013,6755.651163,59746.97674,1.7,1
765,58992,WT,MA,NEW,NPCC,48819,5520,58992,Commercial Non-CHP,Dept of Corrections NCCI Wind,3.4,3.4,3.4,2,1650,80,82,5281.02,121,-71.938,42.579941,1623.529412,0.113070731,2760,24409.5,1.7,0
766,58994,WT,OK,WSC,MRO,3558587,402373,58994,IPP Non-CHP,NextEra Energy Resources Breckinridge,98.8,98.8,98.8,57,1700,80,103,8332.29,131.4,-97.67607912,36.44769702,4072.601215,0.113071003,7059.175439,62431.35088,1.733333333,1
767,58998,WT,OK,WSC,MRO,7721014,873023,58998,IPP Non-CHP,"Enel Green Power NA, Inc.",200,200,200,100,2000,80,107.2,9041.5048,133.628,-101.6346479,36.52492494,4365.115,0.113071029,8730.23,77210.14,2,2
768,58999,WT,OK,WSC,MRO,2984329,337441,58999,IPP Non-CHP,"Enel Green Power NA, Inc.",74,74,74,34,2000,80,110,9503.32,135,-98.90665743,35.19782665,4560.013514,0.113070978,9924.735294,87774.38235,2.176470588,2
769,59003,WT,MT,MTN,WECC,297219,33607,59003,Electric Utility,NorthWestern Energy (MT wind/thermal),9.7,9.7,9.7,6,782.6923077,49.2,49.03846154,2858.832308,73.7,-110.0906219,46.44702008,3464.639175,0.113071506,5601.166667,49536.5,1.616666667,1
770,59005,WT,TX,WSC,TRE,7516402,849887,59005,IPP Non-CHP,Mariah Holdings II LLC c/o CAMS,230.4,230.4,230.4,96,2400,80,107,8992.02,133.5,-102.7105074,34.71607396,3688.74566,0.113070988,8852.989583,78295.85417,2.4,2
771,59021,WT,IL,ENC,SERC,2876839,325287,59021,IPP Non-CHP,Hoopeston Wind LLC,98,98,98,49,2000,95,100,7853.98,145.1,-87.77664729,40.39439853,3319.255102,0.113070978,6638.510204,58711,2,1
772,59024,WT,OH,ENC,RFC,6899,780,59024,IPP Non-CHP,Case Western Reserve University,1,1,1,1,1000,70,54,2290.22,96.9,-81.497627,41.602192,780,0.113059864,780,6899,1,0
773,59034,WT,TX,WSC,TRE,4736829,535598,59034,IPP Non-CHP,Shannon Wind LLC,204,204,204,119,1715,80,103,8332.29,131.4,-98.37227085,33.50763267,2625.480392,0.113071002,4500.823529,39805.28571,1.714285714,1
