Plant Id,"Reported
Prime Mover",Plant State,Census Region,NERC Region,"Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",Plant Code,Sector Name,Utility Name,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Number of Turbines,turbine_capacity (KW),hub_height (m),rotor_diameter (m),rotor_swept area (m2),max_height (m),xlong,ylat,plant_id_x,operation_years_x,CAGR_netgen,plant_id_y,operation_years_y,CACR,plant_id,operation_years,CACR_uptime,uptime,efficiency,avg_tgen,avg_fuel,avg_tcap
56792,WT,SD,WNC,MRO,715763,80932.0,56792,IPP Non-CHP,Avangrid Renewables LLC,50.4,50.4,50.4,24,2100.0,79.0,88.0,6082.12,123.09999999999998,-96.48004470833332,44.421946041666665,56792,10,-5.793445509,56792,10,-0.7557153800291316,56792,9,-6.919758959,1605.7936507936508,0.11307094666810104,3372.1666666666665,29823.458333333332,2.1
56793,WT,MN,WNC,MRO,1381593,156218.0,56793,IPP Non-CHP,Avangrid Renewables LLC,99.0,99.0,99.0,66,1500.0,80.0,77.0,4656.63,118.6,-94.94075274242425,43.75909698484849,56793,10,-7.833573794,56793,10,-0.7557117940668601,56793,9,-9.847993856,1577.959595959596,0.11307092609762788,2366.939393939394,20933.227272727272,1.5
56794,WT,MN,WNC,MRO,830919,93953.0,56794,IPP Non-CHP,Avangrid Renewables LLC,49.5,49.5,49.5,33,1500.0,80.0,77.0,4656.63,118.6,-96.06648466666667,44.11110818181818,56794,10,-5.254943081,56794,10,-0.7557336468425824,56794,9,-6.389934632,1898.040404040404,0.113071189851237,2847.060606060606,25179.363636363636,1.5
56795,WT,TX,WSC,TRE,2407400,272207.0,56795,IPP Non-CHP,Avangrid Renewables LLC,201.6,201.6,201.6,84,2400.0,80.0,92.0,6647.61,125.9,-97.5185419404762,27.08194545238095,56795,10,-8.542057266,56795,10,-0.7557141672098311,56795,9,-8.721668242,1350.233134920635,0.11307094791060895,3240.559523809524,28659.52380952381,2.4
56796,WT,PA,MAT,RFC,847724,95853.0,56796,IPP Non-CHP,Avangrid Renewables LLC,50.4,50.4,50.4,23,2000.0,78.0,87.0,5944.68,121.6,-79.73227560869566,39.75172252173913,56796,10,-1.35224612,56796,10,-0.7557290179961651,56796,9,-2.591696535,1901.845238095238,0.11307099952342979,4167.521739130435,36857.565217391304,2.1913043478260867
56797,WT,IA,WNC,MRO,6932032,783812.0,56797,IPP Non-CHP,"Pioneer Prairie Wind Farm I, LLC",300.0,300.0,300.0,182,1650.0,80.0,82.0,5281.02,121.0,-92.62421465384615,43.47155144505495,56797,10,-2.279954499,56797,10,-0.7557213196506818,56797,9,-3.031590093,2612.7066666666665,0.11307103025490939,4306.659340659341,38088.08791208791,1.6483516483516483
56800,WT,MA,NEW,NPCC,19475,2202.0,56800,Electric Utility,Hull Municipal Light Plant,1.8,1.8,1.8,1,1230.0,55.0,63.5,3380.745,86.75,-70.8893965,42.282791,56800,10,-3.829973433,56800,10,-0.7552543085351804,56800,9,-8.333375485,1223.3333333333333,0.11306803594351733,2202.0,19475.0,1.8
56804,WT,OK,WSC,MRO,2171520,245536.0,56804,IPP Non-CHP,Acciona Wind Energy USA LLC,123.0,123.0,123.0,82,1500.0,80.0,77.0,4656.63,118.59999999999998,-99.40791190243903,35.53867096341463,56804,10,-5.928865505,56804,10,-0.7557225670493661,56804,9,-6.306197249,1996.2276422764228,0.11307102858826996,2994.3414634146343,26481.951219512193,1.5
56805,WT,IL,ENC,RFC,2135181,241427.0,56805,IPP Non-CHP,Acciona Wind Energy USA LLC,100.5,100.5,100.5,67,1500.0,80.0,82.0,5281.02,121.0,-89.88288594029851,42.45633534328358,56805,10,-0.561142595,56805,10,-0.7557227627226215,56805,9,-1.534257005,2402.258706467662,0.11307097618422045,3603.3880597014927,31868.373134328358,1.5
56809,WT,IA,WNC,MRO,4822421,545276.0,56809,Electric Utility,MidAmerican Energy Co,159.1,159.1,159.1,100,1591.2,80.0,91.5,6575.55,125.9,-94.94529587000001,42.150064089999994,56809,10,0.236392799,56809,10,-0.7557168246091317,56809,9,-0.082533623,3427.2532998114393,0.11307100728036809,5452.76,48224.21,1.591
56810,WT,IA,WNC,MRO,4372740,494430.0,56810,Electric Utility,MidAmerican Energy Co,174.8,174.8,174.8,76,2300.0,80.0,93.0,6792.91,126.5,-94.66774243421052,41.455717552631576,56810,10,-0.627445996,56810,10,-0.7557178430450229,56810,9,0.104651469,2828.5469107551485,0.11307098066658434,6505.6578947368425,57536.05263157895,2.3000000000000003
56811,WT,IA,WNC,MRO,4706617,532182.0,56811,Electric Utility,MidAmerican Energy Co,165.2,165.2,165.2,102,1620.0,80.0,91.5,6575.55,125.9,-95.22941535294117,41.4594564509804,56811,10,0.451412636,56811,10,-0.7557250135843518,56811,9,0.479686891,3221.4406779661017,0.11307102319989071,5217.470588235294,46143.30392156863,1.6196078431372547
56818,WT,KS,WNC,MRO,1335966,151059.0,56818,Electric Utility,"Evergy Kansas Central, Inc",99.0,99.0,99.0,33,3000.0,80.0,90.0,6361.73,125.0,-101.15983603030304,38.518559787878786,56818,10,-7.307465899,56818,10,-0.7557142276052087,56818,9,-7.977728422,1525.8484848484848,0.1130709913276236,4577.545454545455,40483.818181818184,3.0
56819,WT,KS,WNC,MRO,420797,47580.0,56819,Electric Utility,"Evergy Kansas Central, Inc",50.0,50.0,50.0,20,2500.0,80.0,96.0,7238.23,128.0,-98.51211315789475,37.37748852631579,56819,10,-10.40258844,56819,10,-0.7557264685097875,56819,9,-11.96610349,951.6,0.11307114832092434,2379.0,21039.85,2.5
56823,WT,TX,WSC,TRE,3395990,383988.0,56823,IPP Non-CHP,Hackberry Wind LLC,165.6,162.3,162.3,72,2300.0,80.0,93.0,6792.91,126.5,-99.45857969444445,32.781499611111116,56823,10,-2.497589259,56823,10,-0.7557206963470064,56823,9,-3.590177675,2318.768115942029,0.11307100433157931,5333.166666666667,47166.52777777778,2.3
56826,WT,MN,WNC,MRO,41063,4643.0,56826,IPP Non-CHP,"Marshall Wind Farm, LLC",4.2,4.2,4.2,2,2100.0,79.0,88.0,6082.12,123.09999999999998,-95.815757,44.32869177777778,56826,10,-11.66526236,56826,10,-0.755680742635445,56826,9,-14.39350473,1105.4761904761904,0.11307016048510825,2321.5,20531.5,2.1
56829,WT,ME,NEW,NPCC,2707389,306127.0,56829,IPP Non-CHP,"Helix Maine Wind Development, LLC",132.0,132.0,132.0,44,3000.0,80.0,90.0,6361.73,125.0,-70.55076754545455,45.36414811363636,56829,10,1.447495257,56829,10,-0.7557090169811653,56829,9,-0.058644063,2319.1439393939395,0.11307093291728673,6957.431818181818,61531.568181818184,3.0
56831,WT,IA,WNC,MRO,2015777,227926.0,56831,Electric Utility,Wisconsin Public Service Corp,99.0,99.0,99.0,66,1500.0,80.0,77.0,4656.63,118.6,-92.48494877272726,43.405343424242425,56831,10,-2.827487449,56831,10,-0.7557243877069575,56831,9,-3.865730355,2302.282828282828,0.11307103910799657,3453.4242424242425,30542.075757575756,1.5
56835,WT,TX,WSC,MRO,40232,4549.0,56835,IPP Non-CHP,Stockyard Wind,10.0,10.0,10.0,8,1250.0,73.21428571428571,64.0,3216.9900000000002,105.12857142857145,-101.98836742857144,35.81307757142857,56835,10,-17.84517746,56835,10,-0.7555304924219186,56835,9,-20.65966016,454.9,0.11306919864784251,568.625,5029.0,1.25
56836,WT,TX,WSC,MRO,75244,8508.0,56836,IPP Non-CHP,Stockyard Wind,8.8,8.8,8.8,7,1250.0,73.5625,64.0,3216.99,105.4625,-101.987103625,35.81169375,56836,10,-12.16489583,56836,10,-0.7558005592546602,56836,9,-12.70151966,966.8181818181818,0.11307213864228377,1215.4285714285713,10749.142857142857,1.2571428571428573
56837,WT,TX,WSC,MRO,50587,5720.0,56837,IPP Non-CHP,Stockyard Wind,10.0,10.0,10.0,8,1250.0,74.5,64.0,3216.99,106.4,-101.89081575,36.026405875,56837,10,-16.17033956,56837,10,-0.7559126129898841,56837,9,-18.36390127,572.0,0.11307252851523118,715.0,6323.375,1.25
56838,WT,TX,WSC,MRO,52065,5887.0,56838,IPP Non-CHP,Stockyard Wind,10.0,10.0,10.0,8,1250.0,74.5,64.0,3216.99,106.4,-101.857353125,35.99852,56838,10,-16.20686421,56838,10,-0.7555980367646375,56838,9,-18.58863486,588.7,0.11307020071065015,735.875,6508.125,1.25
56839,WT,TX,WSC,MRO,65498,7406.0,56839,IPP Non-CHP,Stockyard Wind,10.0,10.0,10.0,8,1250.0,72.0,64.0,3216.99,103.9,-101.8022525,35.961395,56839,10,-14.12673617,56839,10,-0.7557718560414761,56839,9,-16.29510097,740.6,0.11307215487495802,925.75,8187.25,1.25
56841,WT,WY,MTN,WECC,4126813,466623.0,56841,Electric Utility,PacifiCorp,165.6,138.0,138.0,92,1796.1538461538462,80.0,88.84615384615384,6219.687692307692,124.52307692307693,-105.82037436263735,43.05803496703297,56841,10,0.545919563,56841,10,-0.7557256314690841,56841,9,-0.185373589,2817.771739130435,0.113071030841475,5071.989130434783,44856.663043478264,1.8
56842,WT,WY,MTN,WECC,2622768,296559.0,56842,Electric Utility,PacifiCorp,115.8,99.0,99.0,66,1754.5454545454545,80.0,87.18181818181819,6000.084545454546,123.69090909090909,-105.8383918030303,43.063000606060605,56842,10,0.067102791,56842,10,-0.7557199847946894,56842,9,-0.307552481,2560.958549222798,0.11307099979868597,4493.318181818182,39738.90909090909,1.7545454545454544
56843,WT,WY,MTN,WECC,4233259,478659.0,56843,Electric Utility,PacifiCorp,146.2,118.5,118.5,79,1836.7088607594937,80.0,90.46835443037975,6433.731265822785,125.33417721518987,-106.39362386075949,41.94693510126582,56843,10,1.116336048,56843,10,-0.7557252079105181,56843,9,-0.122034028,3274.0013679890562,0.11307104053874331,6058.974683544304,53585.556962025315,1.850632911392405
56854,WT,OR,PACC,WECC,1940561,219421.0,56854,IPP Non-CHP,Wheat Field Wind Power Project LLC,102.9,102.9,102.9,46,2100.0,79.0,88.0,6082.120000000001,123.1,-120.31673597826087,45.670592913043485,56854,10,0.283292379,56854,10,-0.7556971594071538,56854,9,-0.883933142,2132.371234207969,0.1130709109376103,4770.021739130435,42186.108695652176,2.2369565217391307
56855,WT,OR,PACC,WECC,2003281,226513.0,56855,IPP Non-CHP,Arlington Wind Power Project LLC,102.9,102.9,102.9,49,2095.918367346939,79.04081632653062,88.0,6082.12,123.09591836734694,-120.23971955102041,45.68777746938776,56855,10,0.320586985,56855,10,-0.755721158069933,56855,9,0.099020942,2201.2925170068024,0.11307100701299518,4622.714285714285,40883.28571428572,2.1
56856,WT,IL,ENC,SERC,2410300,272535.0,56856,IPP Non-CHP,Rail Splitter Wind Farm LLC,100.5,100.5,100.5,67,1485.8208955223881,79.40298507462687,76.44776119402985,4605.883880597015,117.72537313432835,-89.4156177164179,40.332946597014924,56856,10,-0.739998243,56856,10,-0.7557175811532257,56856,9,-1.025631134,2711.791044776119,0.11307098701406464,4067.686567164179,35974.62686567164,1.5
56857,WT,NY,MAT,NPCC,3903548,441378.0,56857,IPP Non-CHP,"Marble River, LLC",215.3,215.3,215.3,70,3075.0,94.0,112.0,9852.03,150.0,-73.93881595714286,44.92812828571429,56857,10,-1.623530708,56857,10,-0.7557123392135212,56857,9,-2.202570163,2050.0603808639107,0.11307098055410104,6305.4,55764.97142857143,3.075714285714286
56858,WT,WA,PACC,WECC,2563442,289851.0,56858,IPP Non-CHP,"Sagebrush Power Partners, LLC",100.7,100.7,100.7,61,2100.0,80.0,88.0,6082.12,124.09999999999998,-120.69250720833332,47.1409415,56858,10,0.454205215,56858,10,-0.7557253643011408,56858,9,1.197633962,2878.3614697120156,0.1130710193560065,4751.6557377049185,42023.639344262294,1.6508196721311477
56859,WT,IA,WNC,MRO,607397,68679.0,56859,IPP Non-CHP,Crosswind Energy Project,21.0,21.0,21.0,10,2100.0,79.0,88.0,6082.12,123.1,-94.8969521,43.0675415,56859,10,-0.882274439,56859,10,-0.7557229870252979,56859,9,-1.218280302,3270.4285714285716,0.11307102274130429,6867.9,60739.7,2.1
56860,WT,IA,WNC,MRO,379505,42911.0,56860,IPP Non-CHP,"Hardin Hilltop Wind, LLC",14.7,14.7,14.7,7,2100.0,79.0,88.0,6082.12,123.1,-94.35059271428572,42.085578428571424,56860,10,-1.504345852,56860,10,-0.7556902702524182,56860,9,-1.131031714,2919.1156462585036,0.11307097403196269,6130.142857142857,54215.0,2.1
56874,WT,CA,PACC,WECC,4064879,459620.0,56874,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",150.0,150.0,150.0,75,2000.0,74.94,92.5,6720.06,121.096,-121.79133833333333,38.16335034666667,56874,10,0.738850883,56874,10,-0.7557186959425644,56874,9,1.695372252,3064.133333333333,0.11307101638203745,6128.266666666666,54198.386666666665,2.0
56876,WT,MN,WNC,MRO,2318138,262114.0,56876,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",100.5,100.5,100.5,67,1500.0,80.0,77.0,4656.63,118.6,-92.66840035820896,43.69604419402985,56876,10,-2.576490429,56876,10,-0.7557122581827502,56876,9,-3.231178933,2608.0995024875624,0.11307092157585097,3912.1492537313434,34599.07462686567,1.5
56878,WT,IN,ENC,RFC,1913126,216319.0,56878,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",106.0,106.0,106.0,50,2000.0,80.0,92.5,6720.0599999999995,126.2,-87.23005620754718,40.712971283018874,56878,10,7.011545517,56878,10,-0.7556913929592679,56878,9,8.183960996,2040.745283018868,0.11307096343889529,4326.38,38262.52,2.12
56879,WT,KS,WNC,MRO,1631267,184449.0,56879,IPP Non-CHP,AE Power Services LLC,44.0,44.0,44.0,20,2026.3157894736842,80.0,109.26315789473684,9384.104736842104,134.6315789473684,-98.45546552631579,37.368803578947364,56879,10,3.378351071,56879,10,-0.7557148815337089,56879,9,5.773512941,4192.022727272727,0.11307100554354375,9222.45,81563.35,2.2
56901,WT,NY,MAT,NPCC,1437089,162493.0,56901,IPP Non-CHP,"Valcour Operating Services, LLC",97.5,97.5,97.5,65,1500.0,80.0,77.0,4656.63,118.6,-73.64967252307692,44.820633907692304,56901,10,0.029514864,56901,10,-0.7557093437457252,56901,9,-1.702432869,1666.5948717948718,0.11307093715142208,2499.892307692308,22109.061538461538,1.5
56902,WT,NY,MAT,NPCC,2015467,227891.0,56902,IPP Non-CHP,"Valcour Operating Services, LLC",126.0,126.0,126.0,84,1500.0,80.0,77.0,4656.63,118.6,-78.26085490476191,42.62293007142857,56902,10,-1.591517603,56902,10,-0.7557273145603616,56902,9,-1.997411182,1808.6587301587301,0.11307106491944546,2712.9880952380954,23993.654761904763,1.5
56904,WT,NY,MAT,NPCC,1550283,175292.0,56904,IPP Non-CHP,"Valcour Operating Services, LLC",106.5,106.5,106.5,71,1500.0,80.0,77.0,4656.63,118.60000000000001,-74.03575995774648,44.89893902816901,56904,10,-0.803214516,56904,10,-0.7557076126692541,56904,9,-1.663955695,1645.9342723004695,0.11307096833287858,2468.9014084507044,21834.971830985916,1.5
56905,WT,TX,WSC,MRO,1638556,185273.0,56905,IPP Non-CHP,Great Plains Windpark Legacy LLC,114.0,114.0,114.0,76,1500.0,80.0,77.0,4656.63,118.60000000000001,-101.36424888157894,36.47458296052631,56905,10,-7.371933591,56905,10,-0.755716600401235,56905,9,-7.69608969,1625.201754385965,0.11307089901108049,2437.8026315789475,21559.947368421053,1.5
56912,WT,ND,WNC,MRO,1632622,184602.0,56912,IPP Non-CHP,FPL Energy Langdon Wind LLC,40.5,40.5,40.5,27,1620.0,80.0,91.0,6503.88,125.59999999999998,-98.28708083333333,48.62194183333333,56912,10,3.473815431,56912,10,-0.7556965787254288,56912,9,3.234347385,4558.074074074074,0.1130708761734192,6837.111111111111,60467.48148148148,1.5
56913,WT,IA,WNC,MRO,1626455,183905.0,56913,IPP Non-CHP,Osceola Windpower II,49.6,49.6,49.6,20,2480.0,80.0,116.0,10568.32,138.1,-95.46165285,43.4325599,56913,10,3.412740072,56913,10,-0.7557074169200706,56913,9,2.031062972,3707.7620967741937,0.11307106559972456,9195.25,81322.75,2.48
56919,WT,ND,WNC,MRO,5320188,601559.0,56919,IPP Non-CHP,FPL Energy Ashtabula Wind LLC,148.5,148.5,148.5,99,1500.0,80.0,91.0,6503.88,125.6,-97.92269973737373,47.135069525252526,56919,10,2.869759746,56919,10,-0.7557202004781605,56919,9,1.543172018,4050.902356902357,0.11307100425774427,6076.353535353535,53739.27272727273,1.5
56920,WT,TX,WSC,TRE,4676673,528796.0,56920,IPP Non-CHP,RWE Renewables Americas LLC,142.5,142.5,142.5,95,1620.0,80.0,88.47368421052632,6150.701052631579,124.21052631578948,-101.31698346315788,31.94392345263158,56920,10,0.925151565,56920,10,-0.7557205556648627,56920,9,0.086665201,3710.8491228070175,0.11307098016046878,5566.273684210526,49228.13684210526,1.5
56921,WT,TX,WSC,TRE,3622829,409637.0,56921,IPP Non-CHP,RWE Renewables Americas LLC,115.5,115.5,115.5,77,1620.0,80.0,88.50649350649351,6155.287792207792,124.22857142857143,-101.43139463636363,32.04178971428571,56921,10,0.714040256,56921,10,-0.755724802170743,56921,9,-0.109917967,3546.6406926406926,0.1130710281937127,5319.961038961039,47049.72727272727,1.5
56923,WT,IA,WNC,MRO,4638272,524454.0,56923,IPP Non-CHP,FPL Energy Crystal Lake Wind LLC,150.0,150.0,150.0,100,1500.0,80.0,91.0,6503.88,125.6,-93.85358615,43.19518854,56923,10,1.34039732,56923,10,-0.7557219367298473,56923,9,-0.62360672,3496.36,0.11307098850606433,5244.54,46382.72,1.5
56924,WT,IA,WNC,MRO,4898107,553834.0,56924,IPP Non-CHP,FPL Energy Story Wind LLC,150.0,150.0,150.0,100,1500.0,80.0,88.44,6150.39,124.22,-93.29032307,42.11160222,56924,10,0.441278611,56924,10,-0.7557244086404014,56924,9,1.163694986,3692.2266666666665,0.11307102927722894,5538.34,48981.07,1.5
56925,WT,IA,WNC,MRO,6055645,684718.0,56925,IPP Non-CHP,FPL Energy Crystal Lake Wind II LLC,200.0,199.0,199.0,80,2485.0,80.0,115.0,10401.8155,137.595,-93.79158448749999,43.3004927375,56925,10,2.714586758,56925,10,-0.7557220615244331,56925,9,2.320288174,3423.59,0.1130710271160215,8558.975,75695.5625,2.5
56933,WT,OR,PACC,WECC,202252,22869.0,56933,IPP Non-CHP,"Threemile Canyon Wind I, LLC",9.9,9.9,9.9,6,1650.0,80.0,82.0,5281.02,121.0,-119.93885166666666,45.678293833333335,56933,10,0.120241051,56933,10,-0.7558726276772121,56933,9,-0.112030933,2310.0,0.11307181140359551,3811.5,33708.666666666664,1.6500000000000001
56934,WT,ID,MTN,WECC,167877,18982.0,56934,IPP Non-CHP,"Cassia Wind Farm, LLC",10.5,10.5,10.5,5,2100.0,79.0,88.0,6082.12,123.1,-115.03665040000001,42.8445532,56934,10,-2.938630698,56934,10,-0.7556482895766492,56934,9,-4.151194286,1807.8095238095239,0.11307087927470708,3796.4,33575.4,2.1
56935,WT,ID,MTN,WECC,365594,41338.0,56935,IPP Non-CHP,"Cassia Gulch Wind Park, LLC",18.9,18.9,18.9,9,2100.0,79.0,88.0,6082.12,123.09999999999998,-115.01737622222221,42.87650622222222,56935,10,-0.533794962,56935,10,-0.7557689832646708,56935,9,-1.076537965,2187.1957671957675,0.11307078343736494,4593.111111111111,40621.555555555555,2.0999999999999996
56941,WT,IL,ENC,RFC,4353574,492263.0,56941,IPP Non-CHP,Invenergy Services LLC,210.0,210.0,210.0,140,1500.0,80.0,77.0,4656.63,118.6,-88.7048381642857,41.20328135,56941,10,-0.472591949,56941,10,-0.7557207649251052,56941,9,-1.828018933,2344.109523809524,0.11307100786618075,3516.1642857142856,31096.957142857143,1.5
56942,WT,WI,ENC,MRO,1128920,127648.0,56942,Electric Utility,Wisconsin Public Service Corp,129.0,129.0,129.0,106,1500.0,80.0,77.0,4656.63,118.60000000000001,-88.52609731395349,43.62070559302326,56942,10,-10.22850214,56942,10,-0.7557110775700426,56942,9,-11.87840876,989.5193798449612,0.11307089962087659,1204.2264150943397,10650.188679245282,1.2169811320754718
56945,WT,NM,MTN,WECC,3351000,378901.0,56945,IPP Non-CHP,"High Lonesome Mesa, LLC",100.0,100.0,100.0,40,2485.0,80.0,116.0,10568.32,138.1,-105.961315625,34.467914375,56945,10,4.133981931,56945,10,-0.7557240016304756,56945,9,4.029866864,3789.01,0.11307102357505222,9472.525,83775.0,2.5
56946,WT,OK,WSC,MRO,194876,22035.0,56946,IPP Non-CHP,"Buffalo Bear, LLC",18.9,18.9,18.9,9,2100.0,79.0,88.0,6082.12,123.09999999999998,-99.65531322222222,36.774128,56946,10,-11.16958446,56946,10,-0.7558267451104328,56946,9,-12.35962338,1165.873015873016,0.1130719021326382,2448.3333333333335,21652.88888888889,2.0999999999999996
56947,WT,NE,WNC,MRO,1473517,166612.0,56947,IPP Non-CHP,"Elkhorn Ridge Wind, LLC",81.0,81.0,81.0,27,3000.0,80.0,90.0,6361.73,125.0,-97.66598507407407,42.67325777777778,56947,10,-4.816938087,56947,10,-0.7557162799191497,56947,9,-5.932956136,2056.938271604938,0.11307097237425832,6170.814814814815,54574.7037037037,3.0
56952,WT,OR,PACC,WECC,1568668,177371.0,56952,IPP Non-CHP,Invenergy Services LLC,72.0,72.0,72.0,48,1500.0,80.0,77.0,4656.63,118.59999999999998,-119.99277970833333,45.6527488125,56952,10,0.487512864,56952,10,-0.7557259469830768,56952,9,0.337565779,2463.4861111111113,0.11307108961233352,3695.2291666666665,32680.583333333332,1.5
56953,WT,NY,MAT,NPCC,1964951,222179.0,56953,IPP Non-CHP,Invenergy Services LLC,112.5,112.0,112.0,75,1500.0,80.0,77.0,4656.63,118.6,-78.39379154666666,42.7440134,56953,10,-2.034781915,56953,10,-0.7557290689407026,56953,9,-2.492135719,1974.9244444444444,0.11307101296673555,2962.3866666666668,26199.346666666668,1.5
56956,WT,TX,WSC,TRE,2141380,242128.0,56956,IPP Non-CHP,Bull Creek Wind LLC,180.0,180.0,180.0,180,1000.0,69.0,61.4,2960.92,99.7,-101.58032840555556,32.931946466666666,56956,10,-4.730893224,56956,10,-0.7557205237377129,56956,9,-7.23941627,1345.1555555555556,0.11307101028308847,1345.1555555555556,11896.555555555555,1.0
56959,WT,TX,WSC,TRE,271246,30670.0,56959,IPP Non-CHP,Duke Energy DEGS Ocotillo,58.8,58.8,58.8,28,2100.0,79.0,88.0,6082.12,123.1,-101.39694478571428,32.14280935714286,56959,10,-15.91721279,56959,10,-0.7557005915487691,56959,9,-18.64861436,521.5986394557823,0.11307079182734492,1095.357142857143,9687.357142857143,2.1
56960,WT,WY,MTN,WECC,599145,67746.0,56960,IPP Non-CHP,Duke Energy DEGS Happy Jack,29.4,29.4,29.4,14,2100.0,79.0,88.0,6082.12,123.1,-104.99414671428572,41.13989278571428,56960,10,-2.734881766,56960,10,-0.7557314022682338,56960,9,-3.431813659,2304.285714285714,0.11307112635505595,4839.0,42796.07142857143,2.1
56961,WT,TX,WSC,TRE,2796562,316210.0,56961,IPP Non-CHP,Duke Energy DEGS Notrees,152.5,152.5,152.5,96,1589.6875,80.0,80.0,5032.114895833333,120.04166666666667,-102.82852444791666,31.994007625,56961,10,-3.974747908,56961,10,-0.7557176572349,56961,9,-4.774607831,2073.5081967213114,0.1130709778649642,3293.8541666666665,29130.854166666668,1.5885416666666667
56967,WT,OR,PACC,WECC,113256,12806.0,56967,IPP Non-CHP,Echo 3,5.0,5.0,5.0,3,1650.0,80.0,82.0,5281.02,121.0,-119.47461966666667,45.64286166666667,56967,10,-0.579772032,56967,10,-0.7557004916963983,56967,9,-0.386558486,2561.2,0.11307127216218125,4268.666666666667,37752.0,1.6666666666666667
56968,WT,OR,PACC,WECC,35092,3968.0,56968,IPP Non-CHP,Echo 3,1.7,1.7,1.7,1,1650.0,80.0,82.0,5281.02,121.0,-119.47049,45.639095,56968,10,0.591136778,56968,10,-0.7560037724419377,56968,9,0.277501039,2334.1176470588234,0.11307420494699646,3968.0,35092.0,1.7
56969,WT,OR,PACC,WECC,160703,18171.0,56969,IPP Non-CHP,Echo 2,10.0,10.0,10.0,5,2000.0,80.0,92.5,6720.06,126.2,-119.4534836,45.6448804,56969,10,-5.193000626,56969,10,-0.7557724566783497,56969,9,-5.7217563,1817.1,0.11307194016290922,3634.2,32140.6,2.0
